,ID,Major_RGI_Region,Mountain_range_Region,Country,Glacier,RGI_Glacier_Area,Lake,Lake_type,Longitude,Latitude,River,Date,Date_Min,Date_Max,Mechanism,Mean_Flood_Volume_V0,Peak_discharge_Qp,Impact_and_destruction,reported_impacts,Further_comments,First_reference_found,Lake_area_before,Perimeter_before,Image_date_before,Satellite_before,Certainty_level_before,Lake_area_after,Perimeter_after,Image_date_after,Satellite_after,Certainty_level_after,Year
12,11.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,1945-01-01 00:00:00,1985-01-01 00:00:00,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,
13,12.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,1945-01-01 00:00:00,1985-01-01 00:00:00,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,
14,13.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,1945-01-01 00:00:00,1985-01-01 00:00:00,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,
15,14.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,1945-01-01 00:00:00,1985-01-01 00:00:00,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,
16,15.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,1945-01-01 00:00:00,1985-01-01 00:00:00,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,
17,16.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
18,17.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1946-08-06 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
19,18.0,unknown,unknown,Greenland,Sioralik Bræ,,Tordensø,ice,-47.936479,61.550696,unknown,,1946-08-01 00:00:00,1947-04-01 00:00:00,unknown,,,,unknown,approximate volume of water released at times of drainage is 605 *106 m³; probably emptied regularly between 1942 and 1967 in intervals of ~2 years,1970.0,,,,unknown,0.0,,,,unknown,0.0,
20,19.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
21,20.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
22,21.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
23,22.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1948-06-23 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
24,23.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
25,24.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
26,25.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
27,26.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
28,27.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
29,28.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
30,29.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
31,30.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
32,31.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,,,,unknown,,,,unknown,unknown,2019.0,,,,unknown,0.0,,,,unknown,0.0,
33,32.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
34,33.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
35,34.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1953-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1953
36,35.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
37,36.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
38,37.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
39,38.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
40,39.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
41,40.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
42,41.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,,,,unknown,,,,unknown,probably in June,1960.0,,,,unknown,0.0,,,,unknown,0.0,
43,42.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
44,43.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
45,44.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
46,45.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1958-08-01 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
47,46.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
48,47.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
49,48.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
50,49.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1960-08-16 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
51,50.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1960-06-01 00:00:00,1960-06-12 00:00:00,1960-06-30 00:00:00,unknown,,,,unknown,unknown,1963.0,,,,unknown,0.0,,,,unknown,0.0,1960
52,51.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
53,52.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
54,53.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
55,54.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
56,55.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
57,56.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
58,57.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
59,58.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,1964-07-02 00:00:00,1964-07-08 00:00:00,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
60,59.0,unknown,unknown,Greenland,Sioralik Bræ,,Tordensø,ice,-47.936479,61.550696,unknown,,1964-08-01 00:00:00,1965-08-01 00:00:00,unknown,,,,unknown,approximate volume of water released at times of drainage is 605 *106 m³; probably emptied regularly between 1942 and 1967 in intervals of ~2 years,1970.0,,,,unknown,0.0,,,,unknown,0.0,
61,60.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1964-09-01 00:00:00,,,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,1964
62,61.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,,1965-08-04 00:00:00,1965-08-08 00:00:00,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,
63,62.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1965-08-19 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
64,63.0,unknown,unknown,Greenland,Edward Bailey Glacier,561.29,Catalina Lake,ice,-26.497191,71.08,unknown,,,,unknown,,,,unknown,unknown,2017.0,,,,unknown,0.0,,,,unknown,0.0,
65,64.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,1966-07-19 00:00:00,,,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,1966
66,65.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,1966-08-05 00:00:00,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,1966
67,66.0,unknown,unknown,Greenland,Sermiligårssuk Bræ,,North Midternæs temporary lake,ice,-47.965525,61.676943,unknown,,,1967-08-04 00:00:00,tunnelling,,,,unknown,approximate volume of water released at times of drainage is 70 *106 m³; drains usually annually in late July,1970.0,,,,unknown,0.0,,,,unknown,0.0,
68,67.0,unknown,unknown,Greenland,Sioralik Bræ,,Tordensø,ice,-47.936479,61.550696,unknown,1967-08-01 00:00:00,,,unknown,,,,unknown,approximate volume of water released at times of drainage is 605 *106 m³; probably emptied regularly between 1942 and 1967 in intervals of ~2 years,1970.0,,,,unknown,0.0,,,,unknown,0.0,1967
69,68.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,1967-08-12 00:00:00,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,1967
70,69.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,,,,unknown,,,,unknown,highly probable glof in this year – stranded icebergs on an air-photography survey on 17 August 1968,1985.0,,,,unknown,0.0,,,,unknown,0.0,
71,70.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1968-02-01 00:00:00,,,unknown,,,,unknown,unknown,1969.0,,,,unknown,0.0,,,,unknown,0.0,1968
72,71.0,unknown,unknown,Greenland,Sermilik Bræ,,Imaersartoq,ice,-48.454648,61.954559,unknown,1968-08-01 00:00:00,,,unknown,,,,unknown,"drains annualy, usually in early august (probably in the last 200 years)",1970.0,,,,unknown,0.0,,,,unknown,0.0,1968
73,72.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1970-08-01 00:00:00,,,unknown,,,,unknown,unknown,1980.0,,,,unknown,0.0,,,,unknown,0.0,1970
74,73.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1971-11-01 00:00:00,,,unknown,,,,unknown,unknown,1980.0,,,,unknown,0.0,,,,unknown,0.0,1971
75,74.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,,,1974-07-24 00:00:00,overtopping or subglacial tunneling,,,,unknown,unknown,1986.0,,,,unknown,0.0,,,,unknown,0.0,
76,75.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1978-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1978
77,76.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1978-11-01 00:00:00,,,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,1978
78,77.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1979-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1979
79,78.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1980-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1980
80,79.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1980-09-01 00:00:00,,,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,1980
81,80.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,,,,unknown,235.0,200.0,,unknown,unknown,1983.0,,,,unknown,0.0,,,,unknown,0.0,
82,81.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1981-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1981
83,82.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1981-10-01 00:00:00,,,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,1981
84,83.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,,,,unknown,,,,unknown,unknown,1989.0,,,,unknown,0.0,,,,unknown,0.0,
85,84.0,unknown,unknown,Greenland,Nordbogletscher,,Base Camp Lake (inofficial name),ice,-45.366765,61.443965,unknown,1982-07-01 00:00:00,,,subglacial,,,,unknown,lake drains annually,1984.0,,,,unknown,0.0,,,,unknown,0.0,1982
86,85.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,,,,unknown,,,,unknown,highly probable glof in this year - indication: driftwood and tidemark,1985.0,,,,unknown,0.0,,,,unknown,0.0,
87,86.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,,,unknown,2300.0,,,unknown,unknown,2005.0,,,,unknown,0.0,,,,unknown,0.0,
88,87.0,unknown,unknown,Greenland,Sydgletscher & Kiagtût Sermiat glacier ,,Lake Hullet,ice,-45.16351,61.389181,unknown,1983-09-01 00:00:00,,,unknown,,,,unknown,unknown,1984.0,,,,unknown,0.0,,,,unknown,0.0,1983
89,88.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,1984-08-19 00:00:00,,,tunnelling,49.0,1226.0,,unknown,drained through one tunnel,1985.0,,,,unknown,0.0,,,,unknown,0.0,1984
90,89.0,unknown,unknown,Greenland,Qaarajuttoq Ice Cap,474.741,Lake 860 (inofficial name),ice,-50.198514,66.006191,unknown,1985-08-17 00:00:00,,,subglacial,,,no impacts reported,unknown,"3,25 m lake level drop; drained probably through an under-ice outlet in the south",1986.0,,,,unknown,0.0,,,,unknown,0.0,1985
91,90.0,unknown,unknown,Greenland,Russell Glacier,,unknown,ice,-50.074816,67.136675,Watson River,1987-07-17 00:00:00,1987-07-17 00:00:00,1987-07-19 00:00:00,tunnelling,31.4,1080.0,,unknown,drained through two tunnels,1988.0,,,,unknown,0.0,,,,unknown,0.0,1987
92,91.0,unknown,unknown,Greenland,Edward Bailey Glacier,561.29,Catalina Lake,ice,-26.497191,71.08,unknown,,,,unknown,3300.0,,,unknown,in winter,2017.0,,,,unknown,0.0,,,,unknown,0.0,
93,92.0,unknown,unknown,Greenland,A.P. Olsen Glacier,35.228,unknown,ice,-21.399192,74.649167,Zackenberg River,1998-08-16 00:00:00,,,unknown,,122.0,,unknown,unknown,2020.0,,,,unknown,0.0,,,,unknown,0.0,1998
94,93.0,unknown,unknown,Greenland,A.P. Olsen Glacier,35.228,unknown,ice,-21.399192,74.649167,Zackenberg River,1999-06-01 00:00:00,1999-06-19 00:00:00,1999-06-20 00:00:00,unknown,,142.0,,unknown,unknown,2020.0,,,,unknown,0.0,,,,unknown,0.0,1999
95,94.0,unknown,unknown,Greenland,Narsap Sermia,,Ujarattooq,ice,-49.869889,64.618541,unknown,,,,unknown,,,,unknown,unknown,2014.0,,,,unknown,0.0,,,,unknown,0.0,
96,95.0,unknown,unknown,Greenland,Narsap Sermia,,(Lake #3),ice,-49.637983,64.748407,unknown,,,,unknown,,,,unknown,"only small drainage, major lake level drop in 2003",2014.0,,,,unknown,0.0,,,,unknown,0.0,
97,96.0,unknown,unknown,Greenland,A.P. Olsen Glacier,35.228,unknown,ice,-21.399192,74.649167,Zackenberg River,2002-06-10 00:00:00,,,unknown,,160.0,,unknown,unknown,2020.0,,,,unknown,0.0,,,,unknown,0.0,2002
98,97.0,unknown,unknown,Greenland,Isortuarsuup Sermia,,Lake North,ice,-49.778361,63.873846,unknown,2002-09-01 00:00:00,,,unknown,1850.0,,,unknown,unknown,2013.0,,,,unknown,0.0,,,,unknown,0.0,2002
99,98.0,unknown,unknown,Greenland,Jakobshavn Glacier,,Lake Tininnilik,ice,-50.422564,68.774215,unknown,,,,unknown,2280.0,,,unknown,unknown,2005.0,,,,unknown,0.0,,,,unknown,0.0,
100,99.0,unknown,unknown,Greenland,Edward Bailey Glacier,561.29,Catalina Lake,ice,-26.497191,71.08,unknown,,,,unknown,3300.0,600.0,,unknown,in winter,2017.0,,,,unknown,0.0,,,,unknown,0.0,
101,100.0,unknown,unknown,Greenland,Narsap Sermia,,Iluliartooq,ice,-49.64338,64.633723,unknown,,,,unknown,,,,unknown,unknown,2014.0,,,,unknown,0.0,,,,unknown,0.0,
102,101.0,unknown,unknown,Greenland,Narsap Sermia,,(Lake #3),ice,-49.637983,64.748407,unknown,,2003-05-28 00:00:00,2003-07-17 00:00:00,unknown,,,,unknown,unknown,2014.0,,,,unknown,0.0,,,,unknown,0.0,
103,102.0,unknown,unknown,Greenland,1AE0001- Greenland glacier inventory,1.519,Qorlortorssup Tasia,ice,-44.839774,60.939397,unknown,2003-07-01 00:00:00,,,subglacial,55.0,675.0,,unknown,unknown,2005.0,,,,unknown,0.0,,,,unknown,0.0,2003
104,103.0,unknown,unknown,Greenland,Narsap Sermia,,Ujarattooq,ice,-49.869889,64.618541,unknown,2003-07-01 00:00:00,,,unknown,,,,unknown,unknown,2014.0,,,,unknown,0.0,,,,unknown,0.0,2003
